ZIP,UNITS,_ - community_area,_ - community_area_number,_ - property_type,_ - property_name,_ - address,_ - phone_number,_ - management_company,_ - x_coordinate,_ - y_coordinate,_ - latitude,_ - longitude,_ - :@computed_region_awaf_s7ux,_ - :@computed_region_43wa_7qmu,_ - :@computed_region_vrxf_vc4k,_ - :@computed_region_6mkv_f3dw,_ - :@computed_region_bdys_3d7i,_ - location - latitude,_ - location - longitude,_ - location - human_address
60623,2,North Lawndale,29,Multifamily,Resurrection Homes,1910 S. Albany Ave.,312-248-8355,The Resurrection Project,1155952.715,1890430.854,41.8551334,-87.7030674,36,14,30,21569,132,41.8551333960945,-87.7030673956673,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,65,Washington Park,40,Multifamily,Harriett Tubman Apts.,5751-59 S. Michigan Ave.,773-752-9760,Brand New Beginnings Inc.,1178184.05,1866708.816,41.78956141,-87.62218963,53,4,7,22260,403,41.7895614136691,-87.6221896343024,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,24,West Town,24,Multifamily,Borinquen Bella Apts.,"1318,1456 N. Rockwell Ave.",773-276-5338,LUCHA,1158786.704,1908791.071,41.905458,-87.69216188,10,49,25,21560,543,41.9054579980481,-87.6921618816492,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60644,57,Austin,25,Supportive Housing,Menard Apartments,334 N. Menard Ave.,773-572-5272,The Thresholds,1137606.415,1901816.665,41.88672742,-87.77013329,52,7,26,22216,618,41.8867274206876,-87.7701332901046,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,96,Logan Square,22,Multifamily,Rev. Daniel Alvarez Apts.,2451-57 N. Sacramento Ave.,773-772-4063,Hispanic Housing Dev. Corp.,1155995.815,1916357.844,41.92627863,-87.70220924,15,41,23,22535,548,41.9262786289595,-87.7022092386702,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,52,Lower West Side,31,Multifamily,Casa Guerrero,963 W Cullerton St.,312-666-1323,The Resurrection Project,1170238.806,1890555.169,41.8551748,-87.65062753,8,26,33,14920,250,41.8551748018435,-87.6506275348033,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,30,Logan Square,22,Multifamily,Zapata Apts.,3734 W. Cortland St.,773-227-6332,Bickerdike Apartments,1151016.257,1912402.357,41.91552353,-87.72061073,10,49,23,22535,388,41.9155235348496,-87.7206107279615,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,72,Grand Boulevard,38,Multifamily,Shops & Lofts at 47,747 E. 47th St.,855-618-4959,The Community Builders Inc.,1182241.946,1873977.257,41.80941355,-87.60708556,1,10,4,21192,165,41.80941355316,-87.6070855617653,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60623,126,North Lawndale,29,Senior,Tabernacle Apts.,3836 W. Cermak Road,773-762-3389,Lawndale Christian Residential Svcs.,1150987.19,1889144.749,41.85170274,-87.72132688,36,14,30,21569,752,41.8517027367806,-87.7213268803416,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60616,10,Near South Side,33,ARO,Aspire Residences,2111 S. Wabash Ave.,312-346-8600,"Draper and Kramer, Inc.",1177122.368,1890143.367,41.85389182,-87.62537446,48,9,34,21194,374,41.8538918245058,-87.6253744575475,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,81,Oakland,36,Multifamily,Lakefront Phase II,1060 E. 41st St.,773-548-8795,"Urban Property Advisors, LLC",1184020.764,1877980.711,41.82035789,-87.60043601,1,10,2,4301,220,41.8203578869792,-87.6004360121251,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,20,Grand Boulevard,38,Multifamily,Paul G. Stewart Phase V,400 E. 41st St.,773-924-2100,Paul G. Stewart Assoc.,1179638.248,1877940.683,41.8203495,-87.61651411,12,9,4,4301,625,41.820349500309,-87.6165141094717,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,181,West Garfield Park,26,Senior,Fannie Emanuel Apts.,3916 W. Washington Blvd.,312-913-5812,Habitat Company,1150182.64,1900168.643,41.88196929,-87.72399261,11,23,27,21572,658,41.8819692863711,-87.7239926128235,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,5,North Lawndale,29,Multifamily,Park Douglas,1255 S. Fairfield Ave.,773-893-4800,Interstate Realty Management Co.,1158274.683,1894003.779,41.86489079,-87.69444711,11,23,30,14920,16,41.8648907888264,-87.6944471100166,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60618,32,Avondale,21,Supportive Housing,Milwaukee Ave. Apts.,3060 N. Milwaukee Ave.,312-967-7300,Full Circle Management,1151100.782,1920108.203,41.93666739,-87.72009772,27,21,22,21538,215,41.936667386198,-87.7200977199175,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60625,2,Lincoln Square,4,ARO,4646 Damen Apts.,4646 N. Damen Ave.,773-883-1200,Northside Properties Inc.,1162127.163,1931058.891,41.96649306,-87.6792672,13,18,6,21849,665,41.9664930631947,-87.6792672013702,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,6,Logan Square,22,Multifamily,Tierra Linda Apts.,1834-36 N. Sawyer Ave.,773-276-5338,LUCHA,1154251.058,1912153.096,41.91477551,-87.70873296,10,41,23,22535,387,41.9147755105005,-87.7087329617065,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,6,Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3554 W. Ohio St.,773-227-6332,Bickerdike Apts.,1152342.728,1903805.745,41.89190751,-87.71596466,41,46,24,21572,584,41.8919075104178,-87.7159646598521,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60618,51,Irving Park,16,Senior,Senior Residence at Kedzie,4054 N. Kedzie Ave.,773-381-7400,G&A Management,1154285.687,1927005.643,41.95553133,-87.70820786,2,20,16,21538,23,41.9555313337016,-87.7082078564992,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,2,Logan Square,22,ARO,Fullerton Properties LLC,2535 W. Fullerton Ave.,773-404-9904,TMG Management,1158984.036,1915825.244,41.92475626,-87.69124357,24,41,23,22535,323,41.9247562570513,-87.6912435686367,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60628,81,Roseland,49,Senior,Victory Center of Roseland,10450 S. Michigan Ave.,773-468-6400,Pathway Senior Living,1178829.401,1835494.405,41.70389075,-87.62077116,30,43,45,21861,236,41.7038907515241,-87.6207711552983,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,239,Grand Boulevard,38,Multifamily,Rosenwald Courts Apts.,4642 S. Michigan Ave.,773-819-2267,Mercy Housing,1177902.205,1874091.161,41.80982565,-87.62299938,12,9,4,4301,354,41.8098256489654,-87.6229993768141,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,33,Woodlawn,42,Multifamily,Woodlawn-Michigan Development,6446 S. Kenwood Ave.,312-226-2200,Wolcott Real Property LLC,1186141.366,1862376.561,41.77748903,-87.59314971,53,4,9,22260,27,41.7774890263916,-87.5931497136386,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,18,West Town,24,Multifamily,North & Talman Phase III,2656 W. North Ave.,773-602-2888,Hispanic Housing Dev. Corp.,1158163.07,1910570.521,41.91035372,-87.69440401,24,41,25,22535,299,41.9103537220529,-87.6944040130463,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,58,North Lawndale,29,Supportive Housing,Independence Apts.,927 S. Independence Blvd.,773-549-8300,Realty & Mortgage Co.,1151446.075,1895529.682,41.86921476,-87.71947509,36,14,30,21572,98,41.8692147569018,-87.7194750916543,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60657,2,Lake View,6,ARO,The Mode,3462 N. Lincoln Ave.,773-205-8300,606 Realty,1164033.827,1923207.502,41.94490833,-87.67247934,16,18,57,4449,239,41.9449083304908,-87.6724793376448,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60642,19,West Town,24,ARO,Nevele 22 Apts.,1122 W. Chicago Ave.,773-227-1202,Lipe Property Co.,1168610.474,1905551.686,41.89636176,-87.65616995,41,46,25,22620,109,41.89636175681587,-87.65616994808683,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,9,Near West Side,28,ARO,Union West,939 W. Washington Blvd.,312-626-0473,ZRS Management,1169996.992,1900682.032,41.88296896,-87.65121973,41,26,29,14917,63,41.8829689598866,-87.6512197347754,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,88,Humboldt Park,23,Senior,Senior Suites of West Humboldt Park,3656 W. Huron St.,773-638-0333,Senior Lifestyle Corp.,1151632.751,1904458.203,41.89371191,-87.71855494,41,46,24,21572,584,41.89371190813259,-87.71855493962825,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,2,Uptown,3,ARO,4533 N Clark St.,4533 N. Clark St.,312-600-4501,Honore Properties,1165627.535,1930345.788,41.96446223,-87.66641734,13,39,31,22616,611,41.96446223237479,-87.66641734463559,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60639,62,Hunboldt Paek,23,Multifamily,Los Vecinos,4250 W. North Ave.,312-660-1374,Heartland Housing Inc.,1147575.749,1910329.902,41.90990327,-87.73330423,27,49,24,22615,285,41.90990326796351,-87.7333042287006,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,67,Woodlawn,42,Multifamily,The Grant at Woodlawn Pk Phase I,6227-29 S. Cottage Grove Ave.,312-283-0030,Preservation Housing Management LLC,1182676.847,1863775.147,41.781408,-87.60580712,53,4,9,22260,470,41.7814080036687,-87.6058071227519,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,56,Washington Park,40,Multifamily,St. Edmund's Meadows,6100 S. Michigan Ave.,773-493-2411,St. Edmund's Redevelopment Corp.,1178164.22,1864572.055,41.78369838,-87.62232714,53,4,7,22260,404,41.78369838167961,-87.62232713678218,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60651,18,Humboldt Park,23,Multifamily,La Estancia,3220 W. Division St.,773-227-6332,Bickerdike Apts.,1154584.663,1907840.061,41.90293349,-87.70762292,10,49,24,4299,455,41.902933489753,-87.7076229237995,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,40,Near North Side,8,Supportive Housing,The Midwest/Carroll Park Apts.,1333 N. Kingsbury St.,312-337-5339,Holsten Real Estate Dev. Corp.,1170359.454,1908979.929,41.905731,-87.64964597,16,46,37,22620,108,41.9057310022859,-87.6496459663701,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60644,12,Austin,25,Multifamily,Rebecca Walker Complex,223-9 S. Central Ave.,773-261-1550,Affordable Property Management Specialist,1139130.076,1898499.873,41.87759814,-87.76461864,52,7,26,22216,68,41.8775981391756,-87.7646186402379,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,5,Washington Park,40,Multifamily,St. Edmund's Oasis,215 E. 61st St.,773-493-2411,St. Edmund's Redevelopment Corp.,1178814.52,1864578.625,41.78370163,-87.61994272,53,4,7,22260,404,41.7837016280704,-87.6199427242499,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,6,Uptown,3,ARO,Harmony Apartments,4513 N. Clark St.,224-585-4516,Peak Properties,1165662.258,1930140.186,41.96389731,-87.66629556,,,,,,,,
60647,3,Logan Square,22,Multifamily,Tierra Linda Apts.,1929 N. Drake Ave.,773-276-5338,LUCHA,1152547.355,1912706.661,41.91632842,-87.71497751,10,41,23,22535,351,41.9163284200712,-87.7149775129236,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60634,2,Montclare,18,ARO,2815-19 N. Natoma,2815-19 N. Natoma Ave.,872-256-8321,The Brixen,1131639.88,1918054.962,41.93139277,-87.7916678,39,44,18,4454,397,41.9313927728181,-87.7916677976395,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60615,36,Hyde Park,41,ARO,City Hyde Park,5105 S. Harper Ave.,773-548-5077,Mac Properties,1187193.908,1871412.921,41.80226057,-87.58900435,1,10,8,21192,405,41.8022605698632,-87.5890043475713,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60610,20,Near North Side,8,ARO,The 808,808 N. Cleveland Ave.,312-778-5765,Common Living Inc.,1172714.757,1905745.153,41.89680276,-87.64109007,41,46,37,14926,617,41.89680275880236,-87.64109006900695,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,71,Grand Boulevard,38,Multifamily,Legends South - Gwendolyn Place,4333 S. Michigan Ave.,773-624-7676,Interstate Realty Management Co.,1177923.904,1876177.553,41.8155504,-87.62285652,12,9,4,4301,393,41.815550396096,-87.6228565224104,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,100,Uptown,3,Supportive Housing,Harold Washington Apts.,4946 N. Sheridan Road,312-447-4621,Mercy Housing,1168689.933,1933461.587,41.97294612,-87.65506712,37,16,31,22616,634,41.9729461220532,-87.6550671246698,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,33,Near West Side,28,ARO,The Jax,1220 W. Jackson Blvd.,847-324-8957,Cagan Management Group,1168192.563,1898815.541,41.87788633,-87.65789958,41,23,29,14917,91,41.8778863348772,-87.6578995834111,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60628,60,West Pullman,53,Senior,West Pullman School Senior Housing,11941 S. Parnell Ave.,773-952-8004,5T Management,1174831.25,1825538.503,41.67666008,-87.63570683,45,22,50,21861,60,41.67666008040136,-87.63570682972224,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,6,Humboldt Park,23,Multifamily,Nelson Mandela Apts.,3145 W. Franklin Blvd.,773-227-6332,Bickerdike Apts.,1155134.693,1903119.26,41.88996815,-87.7057294,41,46,24,21184,177,41.8899681469222,-87.7057293959162,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,3,Logan Square,22,Multifamily,Tierra Linda Apts.,1822 N. Sawyer Ave.,773-276-5338,LUCHA,1154255.08,1912027.168,41.91442987,-87.70872156,10,41,23,22535,387,41.9144298729108,-87.7087215553095,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,10,West Town,24,ARO,1611 West Division,1611 W. Division St.,773-661-5500,M. Fishman & Co.,1165376.188,1908029.505,41.9032305,-87.66797825,24,41,25,21560,518,41.903230501389,-87.6679782480489,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,7,North Lawndale,29,Multifamily,Park Douglas,1254-56 S. Fairfiled Ave.,773-893-4800,Interstate Realty Management Co.,1158194.723,1894001.251,41.86488549,-87.69474071,11,23,30,14920,16,41.8648854853042,-87.6947407139381,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60642,19,West Town,24,ARO,Nevele 22 Apts.,1122 W. Chicago Ave.,773-227-1202,Nevelle 22,1168610.474,1905551.686,41.89636176,-87.65616995,41,46,25,22620,109,41.8963617568158,-87.6561699480868,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,16,Hunboldt Paek,23,Multifamily,Nuestro Hogar,3653-57 W. Wabansia Ave.,773-227-6332,Bickerdike Apts.,1151532.936,1911006.556,41.91168319,-87.71874923,10,49,24,22535,391,41.911683185141136,-87.71874923005096,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,15,Near West Side,28,Multifamily,St. Andrew's Court,50 N. Hoyne Ave.,312-226-7620,St. Andrew's Court LP,1162359.526,1900563.445,41.8828067,-87.67926811,48,46,29,21184,37,41.8828067021833,-87.6792681084205,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60621,140,Englewood,68,Senior,Yale Building,6565 S. Yale Ave.,773-224-7669,Yale Building LLP,1175681.092,1861260.691,41.77466762,-87.6315302,53,4,66,21559,435,41.7746676246895,-87.6315301981577,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,6,East Garfield Park,27,ARO,2824 Van Buren,2824 W. Van Buren St.,708-997-0164,Sergio & Banks Real Estate,1157506.128,1898074.933,41.87607811,-87.69715773,48,46,28,21184,51,41.8760781065366,-87.697157729784,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60707,2,Montclare,18,ARO,Harlem & Wrightwood,2601-19 N. Harlem Ave.,312-671-0777,NOAH Properties,1127689.873,1916489.615,41.92716483,-87.80621904,39,7,18,4454,136,41.9271648255127,-87.8062190443279,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,3,Logan Square,22,ARO,1955 Richmond Place,1955 N. Richmond St.,847-542-0442,@properties,1156536.742,1913073.871,41.91725621,-87.70031066,15,41,23,22535,350,41.9172562068666,-87.7003106604857,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,6,Uptown,3,Multifamily,Hazel Winthrop Apts.,4813 N. Winthrop Ave.,773-334-5003,Preservation Housing Management LLC,1168043.187,1932203.053,41.96950669,-87.65748184,37,39,31,22616,634,41.969506690776,-87.65748184106664,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,12,Washington Park,40,Multifamily,St. Edmund's Oasis,300-10 E. 61st St.,773-493-2411,St. Edmund's Redevelopment Corp.,1179107.395,1864667.296,41.78393828,-87.61886624,53,4,7,22260,404,41.7839382763516,-87.6188662442677,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,4,Lower West Side,31,Multifamily,Casa Morelos,2015 S. Morgan St.,312-666-1323,The Resurrection Project,1170049.336,1890417.784,41.85480194,-87.65132697,8,26,33,14920,250,41.8548019389231,-87.6513269744307,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,4,Humboldt Park,23,Multifamily,Harold Washington Unity Coop,718-20 N. Troy St.,773-227-6332,Bickerdike Apts.,1155202.993,1904711.76,41.89433675,-87.70543577,41,46,24,21184,177,41.89433674506332,-87.70543577020683,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60621,45,Englewood,68,Supportive Housing,Englewood Apts.,901 W. 63rd Street,773-994-3199,Mercy Housing,1171373.661,1863023.368,41.77959999,-87.64726896,19,2,66,21559,436,41.7795999913491,-87.647268959761,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60620,4,Washington Heights,73,Supportive Housing,Brainerd Park Apts.,8920 S. Loomis St.,312-535-3157,Full Circle Management,1168524.176,1845466,41.73148212,-87.65822063,18,13,72,21554,195,41.7314821221761,-87.6582206279217,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60651,40,Austin,25,Supportive/Teenage Moms,Home for New Moms,5327 W. Chicago Ave.,773-610-7696,"New Moms, Inc.",1140544.652,1904774.781,41.89479143,-87.75927048,4,45,26,22216,673,41.8947914313504,-87.7592704827665,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,38,Grand Boulevard,38,Multifamily,4400 Grove Apts.,4400 S. Cottage Grove Ave.,312-248-6012,Michaels Development Co.,1182295.45,1875978.517,41.81490392,-87.60682726,1,10,4,4301,161,41.8149039242413,-87.6068272642158,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60626,3,Rogers Park,1,ARO,1730 W. Greenleaf,1730 W. Greenleaf Ave.,773-605-0103,DLG Management,1163535.311,1947041.333,42.01031978,-87.67363702,3,5,10,21853,49,42.0103197756509,-87.6736370200105,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60629,102,Chicago Lawn,66,Senior,Lawn Terrace Apts.,3214 W. 63rd Pl,773-925-2815,Greater Southwest Dev. Corp.,1155938.092,1862375.031,41.77814486,-87.70387541,44,31,64,21867,293,41.7781448625534,-87.7038754099471,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,117,Woodlawn,42,Multifamily,WECAN,6450 S. Stony Island Ave.,773-288-3000,WECAN,1187957.596,1862318.637,41.77728699,-87.58649335,32,33,9,22260,134,41.7772869880935,-87.586493351533,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60613,5,Lake View,6,ARO,The Aurea,3821 N. Ashland Ave.,773-326-6427,Base 3 Management,1165009.048,1925544.23,41.95129974,-87.66882824,13,18,57,21186,724,41.95129973540925,-87.66882823903269,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,200,East Garfield Park,27,Multifamily,Ike Sims Village,3333 W. Maypole Ave.,773-638-1818,Village Green Management Co.,1153978.229,1900741.035,41.88346519,-87.71003991,11,23,28,21572,176,41.8834651917068,-87.7100399090678,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60634,129,Dunning,17,Senior,Autumn Green at Wright Campus,4239 N. Oak Park Ave.,773-202-3388,Senior Lifestyle Corp.,1129981.018,1927628.484,41.95769221,-87.79754403,25,19,17,22254,442,41.9576922114684,-87.79754403338,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,24,West Town,24,Senior,North & Talman Elderly Apts.,1600 N. Talman Ave.,773-486-7410,Hispanic Housing Dev. Corp.,1158416.973,1910568.81,41.91034383,-87.69347132,24,41,25,22535,299,41.9103438336904,-87.6934713168643,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60623,45,North Lawndale,29,Multifamily,Dr. King Apts.,1550 S. Hamlin Ave.,773-776-7233,Lawndale Christian Residential Svcs.,1151263.623,1891891.93,41.85923592,-87.7202403,36,14,30,21569,33,41.8592359222937,-87.7202402979576,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,92,Lincoln Park,7,Senior,Lathrop Elderly Apts.,2717 N. Leavitt St.,773-296-2095,Hispanic Housing Dev. Corp.,1161966.806,1918094.527,41.9309215,-87.68022005,24,41,68,22535,743,41.93092150251976,-87.6802200458293,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,113,East Garfield Park,27,Senior,Heritage Woods of Chicago,2800 W. Fulton St.,773-722-2900,BMA Management Ltd.,1157640.848,1901927.155,41.88664623,-87.69655814,41,46,28,21184,50,41.8866462302992,-87.6965581360089,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,2,West Town,24,ARO,1645 W. LeMoyne,1645 W. LeMoyne St.,773-456-5288,1645 W LeMoyne,1164947.334,1910121.237,41.90897948,-87.66949405,24,11,25,21560,482,41.9089794761552,-87.6694940511534,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,152,Douglas,35,Senior,Pioneer Village Apts.,340 E. 38th St.,773-536-0463,Pioneer Affordable Housing Preservation,1179348.36,1879907.496,41.82575322,-87.61751743,12,9,1,4301,222,41.8257532207213,-87.6175174281735,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60610,21,Near North Side,8,ARO,Than Tower,343 W. Schiller St.,312-379-9216,Lakshmi Capital Management,1173428.391,1909646.778,41.9074932,-87.63835294,41,46,37,14926,290,41.9074931960316,-87.638352940941,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,8,Uptown,3,ARO,The Sally,1135 W. Winona St.,312-216-0015,The FLATS,1167546.298,1934240.17,41.97510735,-87.65924996,40,16,31,22616,634,41.975107346793216,-87.65924996027928,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,76,Oakland,36,Multifamily,Oakwood Shores Senior Apts.,3750 S. Cottage Grove Ave.,773-373-1300,The Community Builders,1181862.329,1880153.551,41.82637057,-87.60828676,1,10,2,4301,582,41.826370566755,-87.6082867641214,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60609,220,Grand Boulevard,38,Multifamily,Legends South - Savoy Square,4448 S. State St.,773-855-2209,Interstate Realty Management Co.,1176982.246,1875311.407,41.81319493,-87.6263368,12,9,4,14924,219,41.8131949278106,-87.6263367998472,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,50,East Garfield Park,27,Multifamily,Homan Square Apartments Phase I,750 S. Homan Ave.,773-722-7320,Realty & Mortgage Co.,1153790.485,1896268.991,41.87119717,-87.71084842,36,14,28,21572,685,41.8711971734122,-87.7108484249133,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,43,Hunboldt Paek,23,Multifamily,Harold Washington Unity Coop,3100-36 W. Huron St.,773-227-6332.,Bickerdike Apts.,1155567.271,1904540.247,41.89385878,-87.7041025,41,46,24,21184,177,41.89385877539872,-87.70410250285862,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60652,85,Ashburn,70,Senior,Wrightwood Senior Apts.,2815 W. 79th St.,773-471-7777,Ludwig and Company,1158906.934,1852040.954,41.74972646,-87.69327334,6,30,69,4300,243,41.7497264566211,-87.6932733372306,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,123,East Garfield Park,27,Multifamily,Harrison Court Apts.,2910 W. Harrison St.,773-722-3231,East Lake Management & Development Corp.,1156993.694,1897269.114,41.87387727,-87.69906108,48,46,28,21184,51,41.87387726552858,-87.69906107872393,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60616,147,Armour Square,34,Multifamily,Archer Courts Apts.,2242 S. Princeton Ave.,312-791-0458,"Prairie Management & Development, Inc.",1174528.583,1889278.897,41.85157794,-87.63492034,,,,,,,,
60637,28,Washington Park,40,Supportive/Kinship Families,Coppin House,325-43 E. 55th Place,773-752-2331,Interfaith Housing Corp.,1179276.077,1868251.46,41.79376972,-87.61813849,53,4,7,22260,402,41.7937697184394,-87.6181384855775,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60621,99,Englewood,68,Supportive Housing,Branch of Hope Apts.,5628-30 S. Halsted St.,773-488-7205,Evergreen Real Estate LLC,1171893.839,1867410.662,41.79162782,-87.64523321,53,4,66,21559,113,41.791627817593,-87.6452332086618,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,111,Humboldt Park,23,Multifamily,Spaulding Apartments,1750 N. Spaulding Ave.,773-381-7400,G&A Management,1153823.719,1911621.628,41.91332565,-87.71031714,10,49,24,22535,390,41.9133256466417,-87.7103171383554,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60643,70,West Pullman,53,Senior,Kennedy Jordan Manor,825 W. 118th St.,773-568-2929,Source Works Management,1172827.454,1826559.72,41.67950676,-87.6430113,45,22,50,22212,642,41.6795067550453,-87.6430113026999,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,1,North Lawndale,29,Multifamily,Park Douglas,1256-60 S. Washtenaw Ave.,773-893-4800,Interstate Realty Management Co.,1158530.365,1893988.193,41.86484279,-87.69350892,11,23,30,14920,16,41.8648427948798,-87.6935089238032,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60617,86,South Deering,51,Senior,Porta Coeli Residence,2260 E. 99th St.,773-374-2470,Catholic Charities,1193007.252,1839809.525,41.71539824,-87.56871495,43,47,48,21202,252,41.7153982407788,-87.5687149518265,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,74,Near West Side,28,ARO,Flora,1114 W. Carroll Ave.,312-465-6946,Greystar,1168897.246,1902445.508,41.88783198,-87.65520686,41,46,29,14917,63,41.88783197779841,-87.6552068561226,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60660,89,West Ridge,2,Senior,G & A Senior Residences at Ravenswood,1818 W. Peterson Ave.,773-381-7400,Eastgate Village Senior Corp.,1162949.472,1939941.189,41.99084916,-87.67599309,46,24,20,4451,43,41.9908491576843,-87.6759930883639,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
